服务编号	所属服务体系	所属主题域	所属数据实体	所属数据实体类型	服务名称	MEP(消息交换模式)	公有/私有	对方接口编号	接口名称	接口编号	服务合并建议	服务数据更新时间	服务数据更新频率	服务用途（用原“私有服务同一业务双向交互编号”或“对方接口编号”预留字段展示）	数据交换模式	服务发布者	服务订阅者
PRV-SHCH-0066	公共服务体系	统计分析	基础统计数据	闭市统计	本币闭市统计--私有	单向：Out-Only	私有服务	PRV-PTPS-I-0010	本币系统闭市反馈	SHCH-Ihub-PTPS-4	建议合并，编号46-2	/	/		IMIX	上海清算所	交易后处理系统
PRV-RMBTS-0042	公共服务体系	统计分析	基础统计数据	闭市统计	本币利率互换闭市统计	双向：Out-In	私有服务	PRV-SHCH-I-0019	IRS净额清算-日终交易中心闭市状态	RMBTS-SHCH-21-1	建议合并，编号50-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0013	公共服务体系	统计分析	基础统计数据	闭市统计	本币利率互换闭市统计	单向：Out-Only	私有服务	PRV-RMBTS-I-0037	IRS净额清算-闭市反馈	RMBTS-SHCH-21-2	建议合并，编号50-2	/	/		IMIX	上海清算所	本币交易系统
PUB-RMBTS-0173	公共服务体系	统计分析	基础统计数据	闭市统计	本币预收盘	单向：Out-Only	公有服务	/	预收盘	RMBTS-PTPS-10	94.0	/	/		IMIX	本币交易系统	交易后处理系统
PRV-PTPS-0007	公共服务体系	统计分析	基础统计数据	闭市统计	闭市统计	双向：Out-In	私有服务	PRV-SHCH-I-0065	闭市统计-交易后	PTPS-IHUb-SHCH-5	建议合并，编号51-2	/	/		IMIX	交易后处理系统	上海清算所
PRV-SHCH-0067	公共服务体系	统计分析	基础统计数据	闭市统计	闭市统计	单向：Out-Only	私有服务	PRV-PTPS-I-0011	交易后系统闭市反馈	SHCH-Ihub-PTPS-5	建议合并，编号51-2	/	/		IMIX	上海清算所	交易后处理系统
PUB-FXTS-0024	公共服务体系	统计分析	基础统计数据	闭市统计	外汇闭市统计	单向：Out-Only	公有服务	/	日终交易系统闭市状态信息	FXTS-SHCH-5	95.0	/	/		IMIX	外汇交易系统	上海清算所
PRV-XTRADE-0006	公共服务体系	统计分析	基础统计数据	交易笔数统计	本币标准产品日终交易笔数--Xtrade	双向：Out-In	私有服务	PRV-SHCH-I-0056	清算所-当日交易总笔数	XTRADE-SHCH-SIRS-5	建议合并，编号47-2	/	/		IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-SHCH-0057	公共服务体系	统计分析	基础统计数据	交易笔数统计	本币标准产品日终交易笔数--Xtrade	单向：Out-Only	私有服务	PRV-XTRADE-I-0005	清算所-当日交易总笔数-反馈	XTRADE-SHCH-SIRS-5-R	建议合并，编号47-2	/	/		IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-RMBTS-0044	公共服务体系	统计分析	基础统计数据	交易笔数统计	本币标准利率互换日终交易笔数	单向：Out-Only	私有服务	PRV-SHCH-I-0034	标准利率互换集中清算业务-当日交易总笔数	RMBTS-SHCH-39	建议合并，编号48-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0014	公共服务体系	统计分析	基础统计数据	交易笔数统计	本币标准利率互换日终交易笔数	单向：Out-Only	私有服务	PRV-RMBTS-I-0055	标准利率互换集中清算业务-当日交易总笔数核对结果	RMBTS-SHCH-40	建议合并，编号48-2	/	/		IMIX	上海清算所	本币交易系统
PRV-XTRADE-0001	公共服务体系	统计分析	基础统计数据	交易笔数统计	本币标准利率互换统计数据	单向：Out-Only	私有服务	/	统计数据(接口存在但不使用)	XTRADE-RMBTS-IRS-15	93.0	/	/		IMIX	标准金融资产及衍生品交易系统	本币交易系统
PRV-RMBTS-0043	公共服务体系	统计分析	基础统计数据	交易笔数统计	本币标准债券远期日终交易笔数	单向：Out-Only	私有服务	PRV-RMBTS-I-0046	标准债券远期集中净额清算业务-当日交易总笔数	RMBTS-SHCH-29	建议合并，编号49-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0015	公共服务体系	统计分析	基础统计数据	交易笔数统计	本币标准债券远期日终交易笔数	单向：Out-Only	私有服务	PRV-RMBTS-I-0045	标准债券远期集中净额清算业务-当日交易总笔数核对结果	RMBTS-SHCH-30	建议合并，编号49-2	/	/		IMIX	上海清算所	本币交易系统
PRV-SHCH-0074	公共服务体系	统计分析	基础统计数据	交易笔数统计	外汇交易笔数和累计交易金额	单向：Out-Only	私有服务	PRV-FXTS-I-0023	日终发送汇总交易笔数和累计交易金额核对结果	FXTS-SHCH-3-R	建议合并，编号52-2	/	/		IMIX	上海清算所	外汇交易系统
PRV-FXTS-0017	公共服务体系	统计分析	基础统计数据	交易笔数统计	外汇交易笔数和累计交易金额	双向：Out-In	私有服务	PRV-SHCH-I-0051	日终发送汇总交易笔数和累计交易金额	FXTS-SHCH-3	建议合并，编号52-2	/	/		IMIX	外汇交易系统	上海清算所
PUB-RMBTS-0362	公共服务体系	统计分析	统计分析数据	/	日评地域排行信息	单向：OUT-Only	公有服务	/	TRDX_RPRT_REGION_TOP	/	96.0	 18:00:38	定时－指定时点		ETL	本币交易系统	同业存单系统
PUB-RMBTS-0185	公共服务体系	统计分析	统计分析数据	/	日评机构分类信息	单向：OUT-Only	公有服务	/	TRDX_RPRT_MEMBER_CTGRY	/	97.0	 9:00:09	定时－指定时点		ETL	本币交易系统	人民币跨境交易信息统计监测系统
PUB-RMBTS-0116	公共服务体系	统计分析	统计分析数据	/	日评摘要信息	单向：OUT-Only	公有服务	/	TRDX_RPRT_BASE_MKT_SMMRY	/	98.0	 9:21:09	定时－指定时点		ETL	本币交易系统	标准金融资产及衍生品交易系统
PUB-RMBTS-0384	公共服务体系	统计分析	统计分析数据	/	日评债券交易排行	单向：OUT-Only	公有服务	/	TRDX_RPRT_BOND_TOP	/	99.0	 8:30:28	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0385	公共服务体系	统计分析	统计分析数据	/	日评状态摘要信息	单向：OUT-Only	公有服务	/	TRDX_RPRT_STAT_SMMRY	/	100.0	 8:30:29	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0386	公共服务体系	统计分析	统计分析数据	/	债券分类日评生成	单向：OUT-Only	公有服务	/	TRDX_RPRT_BOND_TYPE_WISE	/	101.0	 8:30:29	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0374	核心交易体系	成交数据	成交信息	/	BFD特殊成交参数	单向：OUT-Only	公有服务	/	TRDX_DEAL_BFWD_DTLS(删除一个重复6:04:23)	/	102.0	 6:04:23	定时－指定时点		ETL	本币交易系统	外汇交易系统
PUB-RMBTS-0010	核心交易体系	成交数据	成交信息	/	ORPO特殊成交参数详情	单向：OUT-Only	公有服务	/	TRDX_DEAL_ORPO_DTLS	/	确定合并，编号E37-3	 8:10:03	定时－指定时点		ETL	本币交易系统	MTS
PUB-RMBTS-0010	核心交易体系	成交数据	成交信息	/	ORPO特殊成交参数详情	单向：OUT-Only	公有服务	/	TRDX_DEAL_ORPO_DTLS1	/	确定合并，编号E37-3	 9:21:09	定时－指定时点		ETL	本币交易系统	标准金融资产及衍生品交易系统
PUB-RMBTS-0010	核心交易体系	成交数据	成交信息	/	ORPO特殊成交参数详情	单向：OUT-Only	公有服务	/	TRDX_DEAL_ORPO_DTLS	/	确定合并，编号E37-3	 7:00:21	定时－指定时点		ETL	本币交易系统	上海银行间同业拆放利率系统
PUB-RMBTS-0117	核心交易体系	成交数据	成交信息	/	SL特殊成交参数详情	单向：OUT-Only	公有服务	/	TRDX_DEAL_SL_DTLS	/	104.0	 21:00:30	定时－指定时点		ETL	本币交易系统	标准金融资产及衍生品交易系统
PUB-RMBTS-0387	核心交易体系	成交数据	成交信息	/	标准债券远期交割信息	单向：OUT-Only	公有服务	/	TRDX_DLVRY_INTRST_DTLS	/	106.0	 8:30:28	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0221	核心交易体系	成交数据	成交信息	/	成交活动日志(CBT)	单向：OUT-Only	公有服务	/	TRDX_DEAL_AL_BASE_DTLS_CBT	/	确定合并，编号E38-2	 7:00:21	定时－指定时点		ETL	本币交易系统	上海银行间同业拆放利率系统
PUB-RMBTS-0221	核心交易体系	成交数据	成交信息	/	成交活动日志(CBT)	单向：OUT-Only	公有服务	/	TRDX_DEAL_AL_BASE_DTLS_CBT	/	确定合并，编号E38-2	 8:21:46	定时－指定时点		ETL	本币交易系统	中国货币网
PUB-RMBTS-0118	核心交易体系	成交数据	成交信息	/	成交活动日志(CNT)	单向：OUT-Only	公有服务	/	TRDX_DEAL_AL_BASE_DTLS_CNT	/	107.0	 9:21:09	定时－指定时点		ETL	本币交易系统	标准金融资产及衍生品交易系统
PUB-RMBTS-0138	核心交易体系	成交数据	成交信息	/	成交活动日志(IBO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_AL_BASE_DTLS_IBO	/	确定合并，编号E39-2	 21:00:30	定时－指定时点		ETL	本币交易系统	标准金融资产及衍生品交易系统
PUB-RMBTS-0138	核心交易体系	成交数据	成交信息	/	成交活动日志(IBO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_AL_BASE_DTLS_IBO	/	确定合并，编号E39-2	 7:20:24	定时－指定时点		ETL	本币交易系统	市场基准参考系统
PUB-RMBTS-0236	核心交易体系	成交数据	成交信息	/	成交活动日志(IRS)	单向：OUT-Only	公有服务	/	TRDX_DEAL_AL_BASE_DTLS_IRS	/	108.0	 17:11:54	定时－指定时点		ETL	本币交易系统	市场基准参考系统
PUB-RMBTS-0388	核心交易体系	成交数据	成交信息	/	成交结算（CR）	单向：OUT-Only	公有服务	/	TRDX_DEAL_STLMNT_DTLS_CR	/	109.0	 8:30:28	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0389	核心交易体系	成交数据	成交信息	/	成交结算（IBO）	单向：OUT-Only	公有服务	/	TRDX_DEAL_STLMNT_DTLS_IBO	/	110.0	 8:30:29	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0237	核心交易体系	成交数据	成交信息	/	成交结算（OR）	单向：OUT-Only	公有服务	/	TRDX_DEAL_STLMNT_DTLS_OR	/	111.0	 7:20:24	定时－指定时点		ETL	本币交易系统	市场基准参考系统
PUB-RMBTS-0255	核心交易体系	成交数据	成交信息	/	成交详情(ABS)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_ABS	/	确定合并，编号E40-2	 17:11:54	定时－指定时点		ETL	本币交易系统	市场基准参考系统
PUB-RMBTS-0255	核心交易体系	成交数据	成交信息	/	成交详情(ABS)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_ABS	/	确定合并，编号E40-2	 7:31:16	定时－指定时点		ETL	本币交易系统	中国货币网
PUB-RMBTS-0139	核心交易体系	成交数据	成交信息	/	成交详情(BFD)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_BFD	/	确定合并，编号E41-3	 9:21:09	定时－指定时点		ETL	本币交易系统	标准金融资产及衍生品交易系统
PUB-RMBTS-0139	核心交易体系	成交数据	成交信息	/	成交详情(BFD)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_BFD(删除两个重复8:30:29\ 8:30:28)	/	确定合并，编号E41-3	 8:30:28	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0139	核心交易体系	成交数据	成交信息	/	成交详情(BFD)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_BFD	/	确定合并，编号E41-3	 8:21:46	定时－指定时点		ETL	本币交易系统	中国货币网
PUB-RMBTS-0390	核心交易体系	成交数据	成交信息	/	成交详情(CBT)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_CBT(删除三个重复8:30:29(2)\ 8:30:28)	/	112.0	 8:30:28	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0391	核心交易体系	成交数据	成交信息	/	成交详情(CNT)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_CNT	/	113.0	 8:30:29	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0140	核心交易体系	成交数据	成交信息	/	成交详情(CRPO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_CR	/	确定合并，编号E42-3	 9:21:09\ 21:00:30	定时－指定时点		ETL	本币交易系统	标准金融资产及衍生品交易系统
PUB-RMBTS-0140	核心交易体系	成交数据	成交信息	/	成交详情(CRPO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_CR	/	确定合并，编号E42-3	 7:20:24	定时－指定时点		ETL	本币交易系统	市场基准参考系统
PUB-RMBTS-0140	核心交易体系	成交数据	成交信息	/	成交详情(CRPO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_CR(删除一个重复8:30:29)	/	确定合并，编号E42-3	 8:30:28	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0238	核心交易体系	成交数据	成交信息	/	成交详情(ETF)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_ETF	/	114.0	 17:11:54	定时－指定时点		ETL	本币交易系统	市场基准参考系统
PUB-RMBTS-0407	核心交易体系	成交数据	成交信息	/	成交详情(FRA)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_FRA	/	确定合并，编号E43-2	 8:30:28	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0407	核心交易体系	成交数据	成交信息	/	成交详情(FRA)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_FRA	/	确定合并，编号E43-2	 8:21:46	定时－指定时点		ETL	本币交易系统	中国货币网
PUB-RMBTS-0257	核心交易体系	成交数据	成交信息	/	成交详情(IBO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_IBO	/	确定合并，编号E44-3	 7:20:24\ 17:11:54	定时－指定时点		ETL	本币交易系统	市场基准参考系统
PUB-RMBTS-0257	核心交易体系	成交数据	成交信息	/	成交详情(IBO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_IBO	/	确定合并，编号E44-3	 8:00:14\ 19:30:27	定时－指定时点		ETL	本币交易系统	数据处理系统
PUB-RMBTS-0257	核心交易体系	成交数据	成交信息	/	成交详情(IBO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_IBO	/	确定合并，编号E44-3	 8:30:29	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0141	核心交易体系	成交数据	成交信息	/	成交详情(IRS)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_IRS	/	确定合并，编号E45-3	 9:21:09\ 21:00:30	定时－指定时点		ETL	本币交易系统	标准金融资产及衍生品交易系统
PUB-RMBTS-0141	核心交易体系	成交数据	成交信息	/	成交详情(IRS)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_IRS	/	确定合并，编号E45-3	 7:00:21	定时－指定时点		ETL	本币交易系统	上海银行间同业拆放利率系统
PUB-RMBTS-0141	核心交易体系	成交数据	成交信息	/	成交详情(IRS)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_IRS	/	确定合并，编号E45-3	 8:21:46	定时－指定时点		ETL	本币交易系统	中国货币网
PUB-RMBTS-0102	核心交易体系	成交数据	成交信息	/	成交详情(ORPO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_OR	/	确定合并，编号E46-4	 7:20:04	定时－指定时点		ETL	本币交易系统	本币市场监测系统
PUB-RMBTS-0102	核心交易体系	成交数据	成交信息	/	成交详情(ORPO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_OR	/	确定合并，编号E46-4	 7:20:12	定时－指定时点		ETL	本币交易系统	市场基准参考系统
PUB-RMBTS-0102	核心交易体系	成交数据	成交信息	/	成交详情(ORPO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_OR	/	确定合并，编号E46-4	 7:30:05	定时－指定时点		ETL	本币交易系统	同业存单系统
PUB-RMBTS-0102	核心交易体系	成交数据	成交信息	/	成交详情(ORPO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_OR(删除一个重复8:30:29)	/	确定合并，编号E46-4	 8:30:28	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0259	核心交易体系	成交数据	成交信息	/	成交详情(SL)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_SL	/	确定合并，编号E47-2	 17:11:54	定时－指定时点		ETL	本币交易系统	市场基准参考系统
PUB-RMBTS-0259	核心交易体系	成交数据	成交信息	/	成交详情(SL)	单向：OUT-Only	公有服务	/	TRDX_DEAL_BASE_DTLS_SL(删除一个重复8:30:29)	/	确定合并，编号E47-2	 8:30:28	定时－指定时点		ETL	本币交易系统	增值服务人民币前中台系统
PUB-RMBTS-0260	核心交易体系	成交数据	成交信息	/	成交质押品详情(CRPO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_CLTRL_DTLS_CR	/	确定合并，编号E48-2	 7:20:24\ 17:11:54	定时－指定时点		ETL	本币交易系统	市场基准参考系统
PUB-RMBTS-0260	核心交易体系	成交数据	成交信息	/	成交质押品详情(CRPO)	单向：OUT-Only	公有服务	/	TRDX_DEAL_CLTRL_DTLS_OR	/	确定合并，编号E48-2	 7:30:05	定时－指定时点		ETL	本币交易系统	同业存单系统
PUB-FXTS-0020	核心交易体系	成交数据	成交信息	/	当日交易视图	单向：OUT-Only	公有服务	/	CSTP_DEAL_DAY(删除一个重复9:00:38)	/	确定合并，编号E112-3	 9:00:09	定时－指定时点		ETL	外汇交易系统	人民币跨境交易信息统计监测系统
PUB-FXTS-0020	核心交易体系	成交数据	成交信息	/	当日交易视图	单向：OUT-Only	公有服务	/	CSTP_DEAL_DAY	/	确定合并，编号E112-3	 17:20:54\ 17:22:07	定时－指定时点		ETL	外汇交易系统	数据处理系统
PUB-FXTS-0020	核心交易体系	成交数据	成交信息	/	当日交易视图	单向：OUT-Only	公有服务	/	CSTP_DEAL_DAY	/	确定合并，编号E112-3	 9:30:38\ 9:31:17	定时－指定时点		ETL	外汇交易系统	中国货币网
PUB-RMBTS-0419	核心交易体系	成交数据	成交信息	/	基础详情补充协议(BFD)	单向：OUT-Only	公有服务	/	TRDX_SCI_BASE_DTLS_BFD	/	115.0	 8:27:07	定时－指定时点		ETL	本币交易系统	中国货币网
PUB-RMBTS-0095	核心交易体系	成交数据	成交信息	/	基础详情补充协议(CRPO)	单向：OUT-Only	公有服务	/	TRDX_SCI_BASE_DTLS_CR	/	116.0	 17:30:19	定时－指定时点		ETL	本币交易系统	本币市场监测系统
PUB-RMBTS-0210	核心交易体系	成交数据	成交信息	/	基础详情补充协议(IBO)	单向：OUT-Only	公有服务	/	TRDX_SCI_BASE_DTLS_IBO	/	117.0	 17:30:11	定时－指定时点		ETL	本币交易系统	上海银行间同业拆放利率系统
